515.0,		431.0,	1.0,	Radius,	-1.57,	DistanceRunningAverage,	108,	2013-07-25T00:37:52.600001
519.0,		428.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	109,	2013-07-25T00:37:52.800001
527.0,		428.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	110,	2013-07-25T00:37:53.000001
544.0,		429.0,	1.41,	Radius,	-0.79,	DistanceRunningAverage,	111,	2013-07-25T00:37:53.200001
548.0,		430.0,	1.0,	Radius,	-1.57,	DistanceRunningAverage,	112,	2013-07-25T00:37:53.400001
551.0,		431.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	113,	2013-07-25T00:37:53.600001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	114,	2013-07-25T00:37:53.800001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	115,	2013-07-25T00:37:54.000001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	116,	2013-07-25T00:37:54.200001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	117,	2013-07-25T00:37:54.400001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	118,	2013-07-25T00:37:54.600001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	119,	2013-07-25T00:37:54.800001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	120,	2013-07-25T00:37:55.000001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	121,	2013-07-25T00:37:55.200001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	122,	2013-07-25T00:37:55.400001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	123,	2013-07-25T00:37:55.600001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	124,	2013-07-25T00:37:55.800001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	125,	2013-07-25T00:37:56.000001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	126,	2013-07-25T00:37:56.200001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	127,	2013-07-25T00:37:56.400001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	128,	2013-07-25T00:37:56.600001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	129,	2013-07-25T00:37:56.800001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	130,	2013-07-25T00:37:57.000001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	131,	2013-07-25T00:37:57.200001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	132,	2013-07-25T00:37:57.400001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	133,	2013-07-25T00:37:57.600001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	134,	2013-07-25T00:37:57.800001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	135,	2013-07-25T00:37:58.000001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	136,	2013-07-25T00:37:58.200001
560.0,		435.0,	1.0,	Radius,	0.0,	DistanceRunningAverage,	137,	2013-07-25T00:37:58.400001
561.0,		426.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	138,	2013-07-25T00:37:58.600001
561.0,		419.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	139,	2013-07-25T00:37:58.800001
559.0,		409.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	140,	2013-07-25T00:37:59.000001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	141,	2013-07-25T00:37:59.200001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	142,	2013-07-25T00:37:59.400001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	143,	2013-07-25T00:37:59.600001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	144,	2013-07-25T00:37:59.800001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	145,	2013-07-25T00:38:00.000001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	146,	2013-07-25T00:38:00.200001
559.0,		403.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	147,	2013-07-25T00:38:00.400001
562.0,		388.0,	1.41,	Radius,	0.79,	DistanceRunningAverage,	148,	2013-07-25T00:38:00.600001
565.0,		373.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	149,	2013-07-25T00:38:00.800001
567.0,		363.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	150,	2013-07-25T00:38:01.000001
568.0,		356.0,	1.0,	Radius,	1.57,	DistanceRunningAverage,	151,	2013-07-25T00:38:01.200001
